type,node,server,direct_path,node_to_dc,DC_to_server,stretch
IndirectionDC,planetlab2.cs.ucla.edu,pluto.cs.brown.edu,83.948,10.2241013081,15.5936857939,0.307544993353
IndirectionDC,planetlab2.cs.ucla.edu,pl2.ucs.indiana.edu,69.859,10.2241013081,25.208549763,0.507202380096
IndirectionDC,planetlab2.cs.ucla.edu,planetlab1.temple.edu,77.795,10.2241013081,10.8519496383,0.270917808939
IndirectionDC,planetlab2.cs.ucla.edu,planetlab1.cs.okstate.edu,50.084,10.2241013081,27.6567956001,0.756347274742
IndirectionDC,planetlab2.cs.ucla.edu,planetlab3.rutgers.edu,75.924,10.2241013081,37.7827410192,0.63230127927
IndirectionDC,planetlab2.cs.ucla.edu,planetlab1.unl.edu,53.942,10.2241013081,30.6111236424,0.757020966047
IndirectionDC,planetlab2.cs.ucla.edu,planetlab2.rutgers.edu,90.132,10.2241013081,22.7196346689,0.365505436216
IndirectionDC,planetlab2.cs.ucla.edu,ebb.colgate.edu,82.850,10.2241013081,18.5672217585,0.34751144317
IndirectionDC,planetlab2.cs.ucla.edu,planetlab3.eecs.umich.edu,65.062,10.2241013081,21.151774993,0.482245800945
IndirectionDC,planetlab2.cs.ucla.edu,planetlab-01.cs.princeton.edu,75.005,10.2241013081,42.5867864078,0.704098229663
IndirectionDC,planetlab2.cs.ucla.edu,pl1.ucs.indiana.edu,69.831,10.2241013081,25.4726330454,0.511187500587
IndirectionDC,planetlab2.cs.ucla.edu,planetlab6.csee.usf.edu,58.432,10.2241013081,28.9475364496,0.670379890432
IndirectionDC,planetlab2.cs.ucla.edu,planetlab2.utdallas.edu,39.624,10.2241013081,10.6554155302,0.526941167936
IndirectionDC,planetlab2.cs.ucla.edu,node1.planetlab.mathcs.emory.edu,58.803,10.2241013081,15.0971407902,0.430611399049
IndirectionDC,planetlab2.cs.ucla.edu,planetlab2.citadel.edu,69.207,10.2241013081,37.9210523094,0.695668843
IndirectionDC,planetlab2.cs.ucla.edu,planetlab-03.cs.princeton.edu,74.668,10.2241013081,42.7752293987,0.709799789827
IndirectionDC,planetlab2.cs.ucla.edu,planetlabone.ccs.neu.edu,81.573,10.2241013081,13.3246602671,0.288683284606
IndirectionDC,planetlab2.cs.ucla.edu,planetlab2.cs.pitt.edu,82.858,10.2241013081,13.0832415136,0.28129260689
IndirectionDC,planetlab2.cs.ucla.edu,planetlab1.rutgers.edu,76.654,10.2241013081,38.4141203008,0.634516419351
IndirectionDC,planetlab2.cs.ucla.edu,planetlab2.emich.edu,69.856,10.2241013081,21.4281709354,0.453107424466
IndirectionDC,planetlab2.cs.ucla.edu,node2.planetlab.mathcs.emory.edu,58.814,10.2241013081,14.7167689953,0.424063493444
IndirectionDC,planetlab2.cs.ucla.edu,planetlab1.cs.uml.edu,94.164,10.2241013081,28.3003219254,0.409120505007
IndirectionDC,planetlab2.cs.ucla.edu,planetlab2.unl.edu,53.714,10.2241013081,30.5934049011,0.759904423599
IndirectionDC,pluto.cs.brown.edu,planetlab1.unr.edu,75.150,15.5936857939,28.057109936,0.580848911908
IndirectionDC,pluto.cs.brown.edu,ricepl-5.cs.rice.edu,53.501,15.5936857939,22.6863554545,0.715501415831
IndirectionDC,pluto.cs.brown.edu,planetlab2.cs.ucla.edu,83.983,10.2241013081,56.0082846411,0.788640390903
IndirectionDC,pluto.cs.brown.edu,planetlab1.cs.uoregon.edu,79.283,15.5936857939,28.9460027832,0.561781070054
IndirectionDC,pluto.cs.brown.edu,planetlab1.cs.okstate.edu,43.307,15.5936857939,27.6567956001,0.998694931397
IndirectionDC,pluto.cs.brown.edu,planetlab1.cs.du.edu,49.303,15.5936857939,26.235187622,0.848404223189
IndirectionDC,pluto.cs.brown.edu,planetlab1.arizona-gigapop.net,71.833,15.5936857939,20.8244156459,0.506982883073
IndirectionDC,pluto.cs.brown.edu,planetlab2.cs.uoregon.edu,79.593,15.5936857939,29.0883529084,0.561381512222
IndirectionDC,pluto.cs.brown.edu,planetlab2.arizona-gigapop.net,72.032,15.5936857939,20.8828199276,0.506393071434
IndirectionDC,pluto.cs.brown.edu,planetlab2.utdallas.edu,54.418,10.6554155302,33.9559641068,0.819790871348
IndirectionDC,pluto.cs.brown.edu,node1.planetlab.mathcs.emory.edu,44.437,15.0971407902,15.0971407902,0.679485149322
IndirectionDC,pluto.cs.brown.edu,planetlab01.cs.washington.edu,74.438,15.5936857939,19.404631784,0.470167355086
IndirectionDC,pluto.cs.brown.edu,planetlab4.cs.uoregon.edu,79.532,15.5936857939,29.1121800724,0.562111676637
IndirectionDC,pluto.cs.brown.edu,planetlab2.citadel.edu,54.990,15.5936857939,37.9210523094,0.973172178638
IndirectionDC,pluto.cs.brown.edu,planetlab2.cs.du.edu,49.452,15.5936857939,26.3286050795,0.847737015154
IndirectionDC,pluto.cs.brown.edu,planetlab1.cs.ucla.edu,83.813,10.4287188979,56.1090996105,0.793884224505
IndirectionDC,pluto.cs.brown.edu,node2.planetlab.mathcs.emory.edu,45.017,14.7167689953,14.7167689953,0.653831618957
IndirectionDC,pl2.ucs.indiana.edu,planetlab1.unr.edu,58.558,25.208549763,28.057109936,0.909622249718
IndirectionDC,pl2.ucs.indiana.edu,planetlab2.cs.ucla.edu,69.906,10.2241013081,57.4334564188,0.967836204716
IndirectionDC,pl2.ucs.indiana.edu,planetlab1.cs.uoregon.edu,62.832,25.208549763,28.9460027832,0.861894457382
IndirectionDC,pl2.ucs.indiana.edu,planetlab2.cs.uoregon.edu,64.153,25.208549763,29.0883529084,0.846365761093
IndirectionDC,pl2.ucs.indiana.edu,planetlab2.utdallas.edu,33.502,10.6554155302,15.0352578669,0.766839991556
IndirectionDC,pl2.ucs.indiana.edu,planetlab4.cs.uoregon.edu,62.814,25.208549763,29.1121800724,0.864786987541
IndirectionDC,pl2.ucs.indiana.edu,planetlab1.cs.ucla.edu,68.004,10.4287188979,57.4423773322,0.998045647757
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab2.cs.uml.edu,102.354,28.9460027832,39.7775383973,0.671429950764
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab2.cs.ucla.edu,25.004,10.2241013081,10.2241013081,0.817797257087
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab1.temple.edu,92.343,10.8519496383,78.7219794044,0.970013201246
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab3.rutgers.edu,98.818,28.9460027832,37.7827410192,0.675269119011
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab2.rutgers.edu,113.540,22.7196346689,90.8066826281,0.999879490021
IndirectionDC,planetlab1.cs.uoregon.edu,pl3.cs.unm.edu,84.041,28.9460027832,45.8651094403,0.890173989166
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab-01.cs.princeton.edu,97.212,28.9460027832,42.5867864078,0.735843200335
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab6.csee.usf.edu,94.525,28.9460027832,28.9475364496,0.612468016216
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab2.utdallas.edu,62.604,10.6554155302,42.8955374339,0.855391875345
IndirectionDC,planetlab1.cs.uoregon.edu,node1.planetlab.mathcs.emory.edu,72.635,15.0971407902,50.8683078208,0.908177168183
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab2.citadel.edu,83.279,28.9460027832,37.9210523094,0.802928170278
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab-03.cs.princeton.edu,96.538,28.9460027832,42.7752293987,0.742932650168
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab1.cs.ucla.edu,25.129,10.4287188979,10.4287188979,0.830014636309
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab2.cs.pitt.edu,105.249,13.0832415136,83.3116494989,0.915874649759
IndirectionDC,planetlab1.cs.uoregon.edu,planetlab1.rutgers.edu,99.581,28.9460027832,38.4141203008,0.676435495566
IndirectionDC,planetlab1.cs.uoregon.edu,node2.planetlab.mathcs.emory.edu,72.959,14.7167689953,51.0234751951,0.901057363593
IndirectionDC,planetlab1.temple.edu,planetlab1.unr.edu,63.178,10.8519496383,28.057109936,0.615864059867
IndirectionDC,planetlab1.temple.edu,ricepl-5.cs.rice.edu,39.722,10.8519496383,22.6863554545,0.844325690872
IndirectionDC,planetlab1.temple.edu,planetlab2.cs.ucla.edu,78.042,10.2241013081,56.0082846411,0.848676173717
IndirectionDC,planetlab1.temple.edu,pl2.ucs.indiana.edu,36.876,10.8519496383,25.208549763,0.977885329247
IndirectionDC,planetlab1.temple.edu,planetlab1.cs.uoregon.edu,91.966,10.8519496383,28.9460027832,0.432746367369
IndirectionDC,planetlab1.temple.edu,planetlab1.cs.okstate.edu,58.519,10.8519496383,27.6567956001,0.658055421972
IndirectionDC,planetlab1.temple.edu,planetlab1.unl.edu,44.762,10.8519496383,30.6111236424,0.926300730099
IndirectionDC,planetlab1.temple.edu,planetlab1.cs.du.edu,45.735,10.8519496383,26.235187622,0.810913682307
IndirectionDC,planetlab1.temple.edu,planetlab1.arizona-gigapop.net,69.579,10.8519496383,20.8244156459,0.455257553058
IndirectionDC,planetlab1.temple.edu,pl1.ucs.indiana.edu,37.357,10.8519496383,25.4726330454,0.972363484319
IndirectionDC,planetlab1.temple.edu,planetlab2.cs.uoregon.edu,91.599,10.8519496383,29.0883529084,0.436034263984
IndirectionDC,planetlab1.temple.edu,planetlab2.arizona-gigapop.net,68.903,10.8519496383,20.8828199276,0.460571666922
IndirectionDC,planetlab1.temple.edu,planetlab01.cs.washington.edu,73.378,10.8519496383,19.404631784,0.412338594978
IndirectionDC,planetlab1.temple.edu,planetlab4.cs.uoregon.edu,91.712,10.8519496383,29.1121800724,0.435756822561
IndirectionDC,planetlab1.temple.edu,planetlab2.cs.du.edu,46.118,10.8519496383,26.3286050795,0.806204837976
IndirectionDC,planetlab1.temple.edu,planetlab1.cs.ucla.edu,76.985,10.4287188979,56.1090996105,0.864295882424
IndirectionDC,planetlab1.temple.edu,planetlab2.unl.edu,44.760,10.8519496383,30.5934049011,0.9259462587
IndirectionDC,planetlab1.cs.okstate.edu,planetlab1.cs.uoregon.edu,58.913,27.6567956001,28.9460027832,0.960786216681
IndirectionDC,planetlab1.cs.okstate.edu,planetlab2.cs.uoregon.edu,58.863,27.6567956001,29.0883529084,0.964020666777
IndirectionDC,planetlab1.cs.okstate.edu,planetlab4.cs.uoregon.edu,58.902,27.6567956001,29.1121800724,0.963786894715
IndirectionDC,planetlab3.rutgers.edu,planetlab2.cs.ucla.edu,75.848,10.2241013081,57.4334564188,0.892015052828
IndirectionDC,planetlab3.rutgers.edu,planetlab1.cs.uoregon.edu,98.806,28.9460027832,61.3820297967,0.914195823937
IndirectionDC,planetlab3.rutgers.edu,planetlab2.cs.uoregon.edu,98.797,29.0883529084,60.7767479811,0.90959341771
IndirectionDC,planetlab3.rutgers.edu,planetlab2.utdallas.edu,50.563,10.6554155302,15.0352578669,0.508092348102
IndirectionDC,planetlab3.rutgers.edu,planetlab01.cs.washington.edu,73.586,19.404631784,41.2613191312,0.824422456924
IndirectionDC,planetlab3.rutgers.edu,planetlab4.cs.uoregon.edu,98.607,29.1121800724,61.454390142,0.918459847824
IndirectionDC,planetlab3.rutgers.edu,planetlab1.cs.ucla.edu,75.862,10.4287188979,57.4423773322,0.894665263638
IndirectionDC,planetlab1.cs.du.edu,ricepl-5.cs.rice.edu,50.797,22.6863554545,22.6863554545,0.893216349568
IndirectionDC,planetlab1.cs.du.edu,planetlab2.cs.uml.edu,72.882,26.235187622,39.7775383973,0.905748003887
IndirectionDC,planetlab1.cs.du.edu,planetlab6.csee.usf.edu,55.773,26.235187622,28.9475364496,0.989416457275
IndirectionDC,planetlab1.cs.du.edu,planetlab2.utdallas.edu,44.892,10.6554155302,15.0352578669,0.572277318834
IndirectionDC,planetlab1.cs.du.edu,planetlab1.cs.uml.edu,56.466,26.235187622,28.3003219254,0.965811453749
IndirectionDC,planetlab2.rutgers.edu,planetlab1.unr.edu,104.304,22.7196346689,28.057109936,0.486814931401
IndirectionDC,planetlab2.rutgers.edu,ricepl-5.cs.rice.edu,61.754,22.6863554545,37.5849547739,0.975990384888
IndirectionDC,planetlab2.rutgers.edu,planetlab2.cs.uml.edu,117.388,22.7196346689,39.7775383973,0.532398312146
IndirectionDC,planetlab2.rutgers.edu,planetlab2.cs.ucla.edu,94.908,10.2241013081,56.0082846411,0.697858831175
IndirectionDC,planetlab2.rutgers.edu,pluto.cs.brown.edu,35.075,15.5936857939,15.5936857939,0.889162411627
IndirectionDC,planetlab2.rutgers.edu,pl2.ucs.indiana.edu,49.842,22.7196346689,25.208549763,0.961602352071
IndirectionDC,planetlab2.rutgers.edu,planetlab1.cs.uoregon.edu,116.061,22.7196346689,28.9460027832,0.445159333903
IndirectionDC,planetlab2.rutgers.edu,planetlab1.cs.okstate.edu,63.781,22.7196346689,27.6567956001,0.78983443767
IndirectionDC,planetlab2.rutgers.edu,planetlab1.unl.edu,56.477,22.7196346689,30.6111236424,0.944291628651
IndirectionDC,planetlab2.rutgers.edu,planetlab1.cs.du.edu,63.373,22.7196346689,26.235187622,0.772487057436
IndirectionDC,planetlab2.rutgers.edu,pl3.cs.unm.edu,73.155,22.7196346689,45.8651094403,0.937526404336
IndirectionDC,planetlab2.rutgers.edu,pl1.ucs.indiana.edu,50.914,22.7196346689,25.4726330454,0.946542556356
IndirectionDC,planetlab2.rutgers.edu,planetlab2.cs.uoregon.edu,117.848,22.7196346689,29.0883529084,0.439617028522
IndirectionDC,planetlab2.rutgers.edu,planetlab2.utdallas.edu,55.577,10.6554155302,33.9559641068,0.802694993199
IndirectionDC,planetlab2.rutgers.edu,node1.planetlab.mathcs.emory.edu,36.055,15.0971407902,15.0971407902,0.837450605475
IndirectionDC,planetlab2.rutgers.edu,planetlab4.cs.uoregon.edu,118.352,22.7196346689,29.1121800724,0.437946251363
IndirectionDC,planetlab2.rutgers.edu,planetlab2.cs.du.edu,65.508,22.7196346689,26.3286050795,0.748736639012
IndirectionDC,planetlab2.rutgers.edu,planetlab1.cs.ucla.edu,93.160,10.4287188979,56.1090996105,0.714231628471
IndirectionDC,planetlab2.rutgers.edu,planetlab2.cs.pitt.edu,28.672,13.0832415136,13.0832415136,0.912614502902
IndirectionDC,planetlab2.rutgers.edu,node2.planetlab.mathcs.emory.edu,36.047,14.7167689953,14.7167689953,0.816532249302
IndirectionDC,planetlab2.rutgers.edu,planetlab2.unl.edu,56.325,22.7196346689,30.5934049011,0.946525336352
IndirectionDC,pl3.cs.unm.edu,ricepl-5.cs.rice.edu,57.569,22.6863554545,22.6863554545,0.788144850684
IndirectionDC,pl3.cs.unm.edu,planetlab1.cs.du.edu,54.391,26.235187622,26.235187622,0.964688555901
IndirectionDC,pl3.cs.unm.edu,planetlab1.arizona-gigapop.net,77.800,20.8244156459,50.4469404066,0.916084268027
IndirectionDC,pl3.cs.unm.edu,ebb.colgate.edu,82.057,18.5672217585,55.895946533,0.907456625169
IndirectionDC,pl3.cs.unm.edu,planetlab2.arizona-gigapop.net,77.807,20.8828199276,50.4921782233,0.917333892206
IndirectionDC,pl3.cs.unm.edu,planetlab2.utdallas.edu,51.496,10.6554155302,15.0352578669,0.498886775616
IndirectionDC,pl3.cs.unm.edu,planetlabone.ccs.neu.edu,53.796,13.3246602671,39.8358162072,0.988186416728
IndirectionDC,pl3.cs.unm.edu,planetlab2.cs.du.edu,54.280,26.3286050795,26.3286050795,0.970103355914
IndirectionDC,pl3.cs.unm.edu,planetlab2.cs.pitt.edu,58.179,13.0832415136,44.4275730994,0.988515007357
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab2.cs.uml.edu,98.702,20.8244156459,39.7775383973,0.613989119199
IndirectionDC,planetlab1.arizona-gigapop.net,pl2.ucs.indiana.edu,58.176,20.8244156459,25.208549763,0.791270720037
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab3.rutgers.edu,64.053,20.8244156459,37.7827410192,0.91497910582
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab1.cs.du.edu,62.786,20.8244156459,26.235187622,0.749523831235
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab2.rutgers.edu,78.547,20.8244156459,22.7196346689,0.554369362481
IndirectionDC,planetlab1.arizona-gigapop.net,pl3.cs.unm.edu,77.809,20.8244156459,45.8651094403,0.857092689614
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab3.eecs.umich.edu,53.298,20.8244156459,21.151774993,0.787575343144
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab-01.cs.princeton.edu,64.353,20.8244156459,42.5867864078,0.985365127557
IndirectionDC,planetlab1.arizona-gigapop.net,pl1.ucs.indiana.edu,59.055,20.8244156459,25.4726330454,0.783964925769
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab6.csee.usf.edu,59.998,20.8244156459,28.9475364496,0.829560186931
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab-03.cs.princeton.edu,63.793,20.8244156459,42.7752293987,0.996969025514
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab2.cs.du.edu,62.925,20.8244156459,26.3286050795,0.749352733022
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab1.rutgers.edu,64.881,20.8244156459,38.4141203008,0.913033645392
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab2.emich.edu,58.168,20.8244156459,21.4281709354,0.726388849218
IndirectionDC,planetlab1.arizona-gigapop.net,planetlab1.cs.uml.edu,91.395,20.8244156459,28.3003219254,0.537499180166
IndirectionDC,ebb.colgate.edu,planetlab1.unr.edu,104.006,18.5672217585,28.057109936,0.448285019081
IndirectionDC,ebb.colgate.edu,planetlab2.cs.ucla.edu,83.118,10.2241013081,56.0082846411,0.796847685811
IndirectionDC,ebb.colgate.edu,planetlab1.cs.uoregon.edu,90.874,18.5672217585,28.9460027832,0.522847289012
IndirectionDC,ebb.colgate.edu,planetlab1.unl.edu,74.069,18.5672217585,30.6111236424,0.663953143702
IndirectionDC,ebb.colgate.edu,planetlab1.cs.du.edu,54.162,18.5672217585,26.235187622,0.827192669778
IndirectionDC,ebb.colgate.edu,pl3.cs.unm.edu,82.044,18.5672217585,45.8651094403,0.785338735298
IndirectionDC,ebb.colgate.edu,planetlab1.arizona-gigapop.net,68.093,18.5672217585,20.8244156459,0.578497604811
IndirectionDC,ebb.colgate.edu,planetlab2.cs.uoregon.edu,91.489,18.5672217585,29.0883529084,0.520888573128
IndirectionDC,ebb.colgate.edu,planetlab2.arizona-gigapop.net,68.164,18.5672217585,20.8828199276,0.578751858549
IndirectionDC,ebb.colgate.edu,planetlab2.utdallas.edu,53.054,10.6554155302,33.9559641068,0.84086741126
IndirectionDC,ebb.colgate.edu,planetlab01.cs.washington.edu,80.680,18.5672217585,19.404631784,0.470647664136
IndirectionDC,ebb.colgate.edu,planetlab4.cs.uoregon.edu,92.247,18.5672217585,29.1121800724,0.516866693019
IndirectionDC,ebb.colgate.edu,planetlab2.citadel.edu,62.587,18.5672217585,37.9210523094,0.902556027097
IndirectionDC,ebb.colgate.edu,planetlab2.cs.du.edu,52.839,18.5672217585,26.3286050795,0.849672151971
IndirectionDC,ebb.colgate.edu,planetlab1.cs.ucla.edu,83.389,10.4287188979,56.1090996105,0.797920810999
IndirectionDC,ebb.colgate.edu,planetlab2.cs.pitt.edu,27.857,13.0832415136,13.0832415136,0.939314464128
IndirectionDC,ebb.colgate.edu,planetlab2.unl.edu,72.186,18.5672217585,30.5934049011,0.681027161217
IndirectionDC,planetlab3.eecs.umich.edu,planetlab1.cs.uoregon.edu,59.364,21.151774993,28.9460027832,0.843908391891
IndirectionDC,planetlab3.eecs.umich.edu,planetlab2.rutgers.edu,44.431,21.151774993,22.7196346689,0.987405407529
IndirectionDC,planetlab3.eecs.umich.edu,planetlab2.cs.uoregon.edu,59.492,21.151774993,29.0883529084,0.844485441764
IndirectionDC,planetlab3.eecs.umich.edu,planetlab2.utdallas.edu,27.036,10.6554155302,15.0352578669,0.9502394362
IndirectionDC,planetlab3.eecs.umich.edu,planetlab4.cs.uoregon.edu,59.379,21.151774993,29.1121800724,0.846493795204
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab1.unr.edu,75.918,28.057109936,44.7837516704,0.959467604605
IndirectionDC,planetlab-01.cs.princeton.edu,ricepl-5.cs.rice.edu,46.568,22.6863554545,8.02250412466,0.659441238171
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab2.cs.ucla.edu,75.343,10.2241013081,26.5455274144,0.488029793378
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab1.cs.uoregon.edu,96.774,28.9460027832,53.4280306236,0.851200047604
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab1.arizona-gigapop.net,64.235,20.8244156459,37.0898001114,0.901599062151
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab2.cs.uoregon.edu,96.751,29.0883529084,53.4850119677,0.853462650268
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab2.arizona-gigapop.net,64.200,20.8828199276,36.947185412,0.900778899371
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab2.utdallas.edu,45.913,10.6554155302,10.6554155302,0.464156797866
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab01.cs.washington.edu,78.384,19.404631784,51.7310877193,0.907528570924
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab4.cs.uoregon.edu,97.273,29.1121800724,53.4639440579,0.848911045514
IndirectionDC,planetlab-01.cs.princeton.edu,planetlab1.cs.ucla.edu,75.187,10.4287188979,26.5926342889,0.49239034922
IndirectionDC,pl1.ucs.indiana.edu,planetlab2.cs.ucla.edu,70.688,10.2241013081,57.4334564188,0.957129325018
IndirectionDC,pl1.ucs.indiana.edu,planetlab1.cs.uoregon.edu,64.328,25.4726330454,28.9460027832,0.845955662054
IndirectionDC,pl1.ucs.indiana.edu,planetlab2.cs.uoregon.edu,66.047,25.4726330454,29.0883529084,0.826093326779
IndirectionDC,pl1.ucs.indiana.edu,planetlab2.utdallas.edu,32.822,10.6554155302,15.0352578669,0.78272723774
IndirectionDC,pl1.ucs.indiana.edu,planetlab4.cs.uoregon.edu,64.908,25.4726330454,29.1121800724,0.840956632739
IndirectionDC,pl1.ucs.indiana.edu,planetlab1.cs.ucla.edu,70.655,10.4287188979,57.4423773322,0.960598630389
IndirectionDC,planetlab2.cs.uoregon.edu,planetlab2.cs.uml.edu,101.856,29.0883529084,39.7775383973,0.676110305782
IndirectionDC,planetlab2.cs.uoregon.edu,planetlab2.cs.ucla.edu,25.396,10.2241013081,10.2241013081,0.805174146173
IndirectionDC,planetlab2.cs.uoregon.edu,planetlab1.temple.edu,91.842,10.8519496383,78.7219794044,0.975304643221
IndirectionDC,planetlab2.cs.uoregon.edu,planetlab3.rutgers.edu,98.757,29.0883529084,37.7827410192,0.677127635789
IndirectionDC,planetlab2.cs.uoregon.edu,planetlab2.rutgers.edu,114.305,22.7196346689,90.8066826281,0.993187675928
IndirectionDC,planetlab2.cs.uoregon.edu,pl3.cs.unm.edu,84.059,29.0883529084,45.8651094403,0.89167682638
IndirectionDC,planetlab2.cs.uoregon.edu,planetlab-01.cs.princeton.edu,96.749,29.0883529084,42.5867864078,0.740835970565
IndirectionDC,planetlab2.cs.uoregon.edu,planetlab2.utdallas.edu,62.493,10.6554155302,42.8955374339,0.856911221482
IndirectionDC,planetlab2.cs.uoregon.edu,node1.planetlab.mathcs.emory.edu,72.951,15.0971407902,50.8683078208,0.904243240134
