type,node,server,direct_path,node_to_dc,DC_to_server,stretch
IndirectionDC,planetlab2.uta.edu,hdfcbank.com,1.435,13.6407910824,16.2500207006,20.8298339951
IndirectionDC,planetlab2.uta.edu,putlocker.is,1.436,1.97092377962,15.7104141672,12.3129094337
IndirectionDC,planetlab2.uta.edu,groupon.com,8.199,17.1096604222,45.5685788138,7.64461998244
IndirectionDC,planetlab2.uta.edu,deviantart.com,7.672,2.44454065621,40.5615405063,5.6055893069
IndirectionDC,planetlab2.uta.edu,files.wordpress.com,1.938,1.95842037671,16.6099593263,9.58120727709
IndirectionDC,planetlab2.uta.edu,wikimedia.org,2.237,14.7429037224,16.2521529637,13.8556355325
IndirectionDC,planetlab2.uta.edu,nametests.com,1.438,11.6571584103,16.0797838956,19.2885551501
IndirectionDC,planetlab2.uta.edu,popcash.net,1.405,12.1277739228,15.877304917,19.9324404554
IndirectionDC,planetlab2.uta.edu,doubleclick.net,1.822,10.7631245452,15.9967245223,14.6870741314
IndirectionDC,planetlab2.uta.edu,addthis.com,1.503,13.1822321929,16.1803692308,19.5359956246
IndirectionDC,planetlab2.uta.edu,urdupoint.com,1.239,11.426387395,15.4156517572,21.664276959
IndirectionDC,planetlab2.uta.edu,oracle.com,12.185,26.9943017967,38.5674237396,5.38052733166
IndirectionDC,planetlab2.uta.edu,medium.com,1.239,12.3938659563,15.5632154043,22.5642303153
IndirectionDC,planetlab2.uta.edu,kinogo.co,1.298,10.8109431466,16.7122736031,21.204327234
IndirectionDC,planetlab2.uta.edu,ilyke.co,1.603,12.8127504206,16.3010384246,18.162064158
IndirectionDC,planetlab2.uta.edu,likes.com,1.243,10.8881640954,15.9550875399,21.5955363116
IndirectionDC,planetlab2.uta.edu,newegg.com,0.916,12.6347972557,16.2614043506,31.5460716226
IndirectionDC,planetlab2.uta.edu,conservativetribune.com,1.296,14.4334377803,15.910166879,23.4132752001
IndirectionDC,planetlab2.uta.edu,lifehacker.com,4.545,14.1142141856,15.3993201268,6.49362691142
IndirectionDC,planetlab2.uta.edu,hespress.com,1.779,13.2650900141,15.6426606799,16.2494382766
IndirectionDC,planetlab2.uta.edu,java.com,1.327,11.1610121882,15.5487145702,20.1279026062
IndirectionDC,planetlab2.utdallas.edu,youtube.com,0.970,11.202964055,11.5516403582,23.4583550652
IndirectionDC,planetlab2.utdallas.edu,google.co.jp,1.153,11.202964055,11.9560907563,20.0859105042
IndirectionDC,planetlab2.utdallas.edu,linkedin.com,1.939,11.202964055,12.2529661349,12.0969211913
IndirectionDC,planetlab2.utdallas.edu,google.de,1.156,10.988743073,10.988743073,19.0116662163
IndirectionDC,planetlab2.utdallas.edu,reddit.com,0.857,1.914818,12.2509901408,16.5295310861
IndirectionDC,planetlab2.utdallas.edu,blogspot.com,1.148,11.202964055,11.4111150616,19.6986751887
IndirectionDC,planetlab2.utdallas.edu,imgur.com,2.845,11.202964055,21.0396230549,11.3330710404
IndirectionDC,planetlab2.utdallas.edu,wittyfeed.com,1.058,11.202964055,12.8100701262,22.6966296609
IndirectionDC,planetlab2.utdallas.edu,popads.net,0.842,11.202964055,2.49105524372,16.2636808773
IndirectionDC,planetlab2.utdallas.edu,weather.com,0.834,11.202964055,14.4826998553,30.7981581658
IndirectionDC,planetlab2.utdallas.edu,theladbible.com,0.823,11.202964055,13.1862695015,29.6345486713
IndirectionDC,planetlab2.utdallas.edu,stackexchange.com,1.074,11.202964055,11.8442110581,21.4591947049
IndirectionDC,planetlab2.utdallas.edu,gfycat.com,1.037,10.6339419355,10.6339419355,20.5090490559
IndirectionDC,planetlab2.utdallas.edu,taringa.net,0.875,11.202964055,12.3088896377,26.8706899345
IndirectionDC,planetlab2.utdallas.edu,feedly.com,1.040,1.98074950128,12.2087746201,13.6437731936
IndirectionDC,planetlab2.utdallas.edu,imzog.com,0.866,11.202964055,12.8529616354,27.7782051852
IndirectionDC,planetlab2.utdallas.edu,hclips.com,0.805,11.202964055,13.4631713326,30.6411619722
IndirectionDC,planetlab2.utdallas.edu,youm7.com,1.071,11.202964055,11.5642157688,21.2578709839
IndirectionDC,planetlab2.utdallas.edu,torrentz.eu,1.132,11.202964055,14.3364064171,22.5612813358
IndirectionDC,planetlab2.utdallas.edu,rdsa2012.com,2.106,11.1510597643,11.1510597643,10.589800346
IndirectionDC,planetlab2.utdallas.edu,hdfcbank.com,1.135,11.202964055,13.6407910824,21.8887710462
IndirectionDC,planetlab2.utdallas.edu,putlocker.is,0.882,1.97092377962,13.1643265249,17.1601477376
IndirectionDC,planetlab2.utdallas.edu,files.wordpress.com,2.063,1.95842037671,15.547906495,8.4858588811
IndirectionDC,planetlab2.utdallas.edu,wikimedia.org,1.688,11.202964055,14.7429037224,15.3707747496
IndirectionDC,planetlab2.utdallas.edu,nametests.com,0.870,11.202964055,11.6571584103,26.2760028337
IndirectionDC,planetlab2.utdallas.edu,popcash.net,0.881,11.202964055,12.1277739228,26.4821089419
IndirectionDC,planetlab2.utdallas.edu,doubleclick.net,1.155,10.7631245452,10.7631245452,18.6374450999
IndirectionDC,planetlab2.utdallas.edu,gizmodo.com,1.742,11.202964055,14.1232556643,14.5385876689
IndirectionDC,planetlab2.utdallas.edu,themeforest.net,1.878,11.0504820208,36.7780792495,25.4678175028
IndirectionDC,planetlab2.utdallas.edu,addthis.com,1.041,11.202964055,13.1822321929,23.4247802573
IndirectionDC,planetlab2.utdallas.edu,urdupoint.com,0.859,11.202964055,11.426387395,26.3438317229
IndirectionDC,planetlab2.utdallas.edu,blogspot.com.br,1.150,11.202964055,11.8637190036,20.0579852683
IndirectionDC,planetlab2.utdallas.edu,medium.com,1.073,11.202964055,12.3938659563,21.9914538782
IndirectionDC,planetlab2.utdallas.edu,kinogo.co,0.922,10.8109431466,10.8109431466,23.4510697323
IndirectionDC,planetlab2.utdallas.edu,ilyke.co,0.883,11.202964055,12.8127504206,27.1978646383
IndirectionDC,planetlab2.utdallas.edu,likes.com,0.924,10.8881640954,10.8881640954,23.5674547519
IndirectionDC,planetlab2.utdallas.edu,newegg.com,1.746,11.202964055,12.6347972557,13.6527842558
IndirectionDC,planetlab2.utdallas.edu,conservativetribune.com,0.873,11.202964055,14.4334377803,29.3658669362
IndirectionDC,planetlab2.utdallas.edu,hespress.com,0.945,11.202964055,13.2650900141,25.892120708
IndirectionDC,planetlab2.utdallas.edu,java.com,1.031,11.1610121882,11.1610121882,21.6508480857
