type,node,server,direct_path,node_to_dc,DC_to_server,stretch
IndirectionDC,planetlab2.utdallas.edu,stackexchange.com,0.820,10.8371795529,15.700109747,32.3625479267
IndirectionDC,planetlab2.utdallas.edu,gfycat.com,0.784,10.8371795529,11.1344037356,28.0249786843
IndirectionDC,planetlab2.utdallas.edu,washingtonpost.com,1.353,10.8371795529,3.18681746964,10.3651123596
IndirectionDC,planetlab2.utdallas.edu,taringa.net,0.833,10.8371795529,15.5935304673,31.7295438418
IndirectionDC,planetlab2.utdallas.edu,imzog.com,0.822,10.8371795529,15.4366448463,31.9632900234
IndirectionDC,planetlab2.utdallas.edu,youm7.com,0.998,10.8371795529,14.4634004329,25.3512825509
IndirectionDC,planetlab2.utdallas.edu,github.io,1.337,10.8371795529,15.2926042645,19.5435929823
IndirectionDC,planetlab2.utdallas.edu,torrentz.eu,1.005,10.8371795529,15.7846438511,26.4893765214
IndirectionDC,planetlab2.utdallas.edu,rdsa2012.com,2.069,10.8371795529,16.9601772625,13.435165208
IndirectionDC,planetlab2.utdallas.edu,steampowered.com,1.506,10.8371795529,17.6636048202,18.9248236209
IndirectionDC,planetlab2.utdallas.edu,hdfcbank.com,0.814,10.8371795529,15.495993685,32.3503356731
IndirectionDC,planetlab2.utdallas.edu,putlocker.is,1.036,10.8371795529,15.9837960501,25.8889725898
IndirectionDC,planetlab2.utdallas.edu,hulu.com,0.746,10.8371795529,23.8100759152,46.4440421824
IndirectionDC,planetlab2.utdallas.edu,files.wordpress.com,2.061,10.8371795529,16.8155145349,13.4171247393
IndirectionDC,planetlab2.utdallas.edu,youtube-mp3.org,0.782,10.8371795529,15.7509744457,34.0001969292
IndirectionDC,planetlab2.utdallas.edu,wikimedia.org,1.678,10.8371795529,15.5110852601,15.7021840364
IndirectionDC,planetlab2.utdallas.edu,nametests.com,1.082,10.8371795529,15.3670620272,24.2183378744
IndirectionDC,planetlabone.ccs.neu.edu,tumblr.com,6.762,15.2483645914,46.4298148841,9.12129243944
IndirectionDC,planetlabone.ccs.neu.edu,weather.com,6.134,15.2483645914,15.8688809261,5.07291253953
IndirectionDC,planetlabone.ccs.neu.edu,steampowered.com,5.846,15.2483645914,17.6636048202,5.62982713165
IndirectionDC,planetlabone.ccs.neu.edu,files.wordpress.com,6.380,15.2483645914,16.8155145349,5.02568638343
