type,node,server,direct_path,node_to_dc,DC_to_server,stretch
IndirectionDC,planetlab-01.cs.princeton.edu,babytree.com,329.832,16.0996535948,224.385534614,0.729114179973
IndirectionDC,planetlab-01.cs.princeton.edu,mozilla.org,78.052,16.0996535948,3.9061735389,0.256314087194
IndirectionDC,planetlab-01.cs.princeton.edu,rdsa2012.com,43.981,16.0996535948,16.9601772625,0.751684383195
IndirectionDC,planetlab-01.cs.princeton.edu,1688.com,298.869,16.0996535948,237.273654871,0.84777380212
IndirectionDC,planetlab-01.cs.princeton.edu,groupon.com,98.160,16.0996535948,16.2423535433,0.329482550307
IndirectionDC,planetlab-01.cs.princeton.edu,shutterstock.com,636.187,16.0996535948,16.5645800712,0.0513437616078
IndirectionDC,planetlab-01.cs.princeton.edu,hulu.com,79.329,16.0996535948,23.8100759152,0.50309129713
IndirectionDC,planetlab-01.cs.princeton.edu,pandora.com,78.203,16.0996535948,3.92505567607,0.256060627736
IndirectionDC,planetlab2.utdallas.edu,facebook.com,62.038,10.8371795529,21.7806395476,0.525771609344
IndirectionDC,planetlab2.utdallas.edu,twitter.com,49.708,10.8371795529,16.7355989033,0.554694987853
IndirectionDC,planetlab2.utdallas.edu,yandex.ru,143.044,10.8371795529,128.586542545,0.97469115865
IndirectionDC,planetlab2.utdallas.edu,vk.com,154.570,10.8371795529,130.220711102,0.912582588179
IndirectionDC,planetlab2.utdallas.edu,t.co,49.918,10.8371795529,18.0265509479,0.578222895565
IndirectionDC,planetlab2.utdallas.edu,onclickads.net,144.876,10.8371795529,101.377402794,0.774556050325
IndirectionDC,planetlab2.utdallas.edu,rakuten.co.jp,137.586,10.8371795529,112.061915448,0.893252910913
IndirectionDC,planetlab2.utdallas.edu,chinadaily.com.cn,397.248,10.8371795529,199.987695063,0.530713495388
IndirectionDC,planetlab2.utdallas.edu,go.com,35.610,10.8371795529,19.4507472885,0.850545544549
IndirectionDC,planetlab2.utdallas.edu,pixnet.net,178.151,10.8371795529,159.302734975,0.955032048812
IndirectionDC,planetlab2.utdallas.edu,haosou.com,302.020,10.8371795529,184.556585618,0.646956377627
IndirectionDC,planetlab2.utdallas.edu,espn.go.com,36.294,10.8371795529,20.1546666667,0.853911010624
IndirectionDC,planetlab2.utdallas.edu,livedoor.jp,140.975,10.8371795529,105.121931047,0.822550882071
IndirectionDC,planetlab2.utdallas.edu,globo.com,196.521,10.8371795529,124.806825269,0.690226514326
IndirectionDC,planetlab2.utdallas.edu,indeed.com,43.099,10.8371795529,4.33640223263,0.35206343037
IndirectionDC,planetlab2.utdallas.edu,avito.ru,165.794,10.8371795529,127.495853044,0.834366940884
IndirectionDC,planetlab2.utdallas.edu,detik.com,208.401,10.8371795529,190.839035826,0.967731514623
IndirectionDC,planetlab2.utdallas.edu,directrev.com,38.427,10.8371795529,3.033524481,0.360962449161
IndirectionDC,planetlab2.utdallas.edu,salesforce.com,36.226,10.8371795529,3.69413416537,0.401129402039
IndirectionDC,planetlab2.utdallas.edu,taboola.com,37.105,10.8371795529,4.02405281553,0.400518322825
IndirectionDC,planetlab2.utdallas.edu,flickr.com,48.697,10.8371795529,18.7672839265,0.607931976906
IndirectionDC,planetlab2.utdallas.edu,uptodown.com,25.504,10.8371795529,13.2417861611,0.944125067205
IndirectionDC,planetlab2.utdallas.edu,softonic.com,128.963,10.8371795529,106.005298625,0.906015509704
IndirectionDC,planetlab2.utdallas.edu,nih.gov,37.145,10.8371795529,4.12243764799,0.402735689888
IndirectionDC,planetlab2.utdallas.edu,mozilla.org,51.953,10.8371795529,3.9061735389,0.283782516732
IndirectionDC,planetlab2.utdallas.edu,wikihow.com,32.878,10.8371795529,2.62529972752,0.409467707294
IndirectionDC,planetlab2.utdallas.edu,1688.com,318.482,10.8371795529,237.273654871,0.779041937767
IndirectionDC,planetlab2.utdallas.edu,shutterstock.com,642.366,10.8371795529,16.5645800712,0.0426575497833
IndirectionDC,planetlab2.utdallas.edu,onet.pl,149.161,10.8371795529,112.266048819,0.82530439171
IndirectionDC,planetlab2.utdallas.edu,pandora.com,39.574,10.8371795529,3.92505567607,0.373028635694
IndirectionDC,planetlab2.utdallas.edu,bet365.com,136.757,10.8371795529,119.362481146,0.952051161541
IndirectionDC,planetlab2.utdallas.edu,eksisozluk.com,175.373,10.8371795529,129.076328655,0.797805296185
IndirectionDC,planetlab2.utdallas.edu,blog.jp,131.567,10.8371795529,110.302644324,0.920746265225
IndirectionDC,planetlab2.utdallas.edu,rambler.ru,161.063,10.8371795529,124.671341416,0.841338612648
IndirectionDC,planetlabone.ccs.neu.edu,youtube.com,22.589,10.3281991295,4.08150846124,0.637908167282
IndirectionDC,planetlabone.ccs.neu.edu,facebook.com,68.241,15.2483645914,21.7806395476,0.54262106562
IndirectionDC,planetlabone.ccs.neu.edu,twitter.com,194.755,15.2483645914,16.7355989033,0.164226661676
IndirectionDC,planetlabone.ccs.neu.edu,hao123.com,494.149,15.2483645914,258.631029824,0.554244558656
IndirectionDC,planetlabone.ccs.neu.edu,google.co.uk,22.622,11.1265052102,3.81776491228,0.660607820815
IndirectionDC,planetlabone.ccs.neu.edu,google.ru,22.576,10.3459507902,3.92923268482,0.632316773344
IndirectionDC,planetlabone.ccs.neu.edu,t.co,192.243,15.2483645914,18.0265509479,0.173087787536
IndirectionDC,planetlabone.ccs.neu.edu,blogspot.com,22.413,12.2322314915,3.40209957048,0.697556376299
IndirectionDC,planetlabone.ccs.neu.edu,imgur.com,44.510,15.2483645914,19.2387668059,0.774817600479
IndirectionDC,planetlabone.ccs.neu.edu,aliexpress.com,73.339,15.2483645914,46.3611091954,0.840064273944
IndirectionDC,planetlabone.ccs.neu.edu,alibaba.com,74.924,15.2483645914,46.6081003421,0.825589463103
IndirectionDC,planetlabone.ccs.neu.edu,chinadaily.com.cn,243.406,15.2483645914,199.987695063,0.884267683025
IndirectionDC,planetlabone.ccs.neu.edu,go.com,74.482,15.2483645914,19.4507472885,0.465872450792
IndirectionDC,planetlabone.ccs.neu.edu,pixnet.net,182.515,15.2483645914,159.302734975,0.95636577578
IndirectionDC,planetlabone.ccs.neu.edu,jd.com,353.692,15.2483645914,270.482350198,0.807851788532
IndirectionDC,planetlabone.ccs.neu.edu,haosou.com,218.780,15.2483645914,184.556585618,0.913268809806
IndirectionDC,planetlabone.ccs.neu.edu,espn.go.com,68.213,15.2483645914,20.1546666667,0.519007099205
IndirectionDC,planetlabone.ccs.neu.edu,youku.com,497.115,15.2483645914,261.991520367,0.557697685562
IndirectionDC,planetlabone.ccs.neu.edu,cnzz.com,310.299,15.2483645914,255.448033983,0.872372771341
IndirectionDC,planetlabone.ccs.neu.edu,indeed.com,79.942,15.2483645914,4.33640223263,0.244987201021
IndirectionDC,planetlabone.ccs.neu.edu,soundcloud.com,22.747,10.6067881631,3.1793476899,0.606063914055
IndirectionDC,planetlabone.ccs.neu.edu,detik.com,266.525,15.2483645914,190.839035826,0.773238534537
IndirectionDC,planetlabone.ccs.neu.edu,cnet.com,64.411,15.2483645914,20.4646036783,0.554454491775
IndirectionDC,planetlabone.ccs.neu.edu,salesforce.com,171.724,15.2483645914,3.69413416537,0.110307812285
IndirectionDC,planetlabone.ccs.neu.edu,foxnews.com,73.311,15.2483645914,17.7351860044,0.449912708813
IndirectionDC,planetlabone.ccs.neu.edu,target.com,58.120,15.2483645914,36.4141068314,0.888893176579
IndirectionDC,planetlabone.ccs.neu.edu,babytree.com,253.082,15.2483645914,224.385534614,0.946862673779
IndirectionDC,planetlabone.ccs.neu.edu,comcast.net,53.050,15.2483645914,23.0471257553,0.721875407101
IndirectionDC,planetlabone.ccs.neu.edu,americanexpress.com,80.864,15.2483645914,43.517558526,0.726725404598
IndirectionDC,planetlabone.ccs.neu.edu,mozilla.org,80.903,15.2483645914,3.9061735389,0.236759305963
IndirectionDC,planetlabone.ccs.neu.edu,rdsa2012.com,73.428,15.2483645914,16.9601772625,0.438641143078
IndirectionDC,planetlabone.ccs.neu.edu,wikihow.com,26.568,15.2483645914,2.62529972752,0.672751592853
IndirectionDC,planetlabone.ccs.neu.edu,1688.com,318.165,15.2483645914,237.273654871,0.79368258439
IndirectionDC,planetlabone.ccs.neu.edu,shutterstock.com,562.093,15.2483645914,16.5645800712,0.0565972973558
IndirectionDC,planetlabone.ccs.neu.edu,hulu.com,56.992,15.2483645914,23.8100759152,0.685331985307
IndirectionDC,planetlabone.ccs.neu.edu,pandora.com,77.036,15.2483645914,3.92505567607,0.248889094287
IndirectionDC,planetlabone.ccs.neu.edu,wikimedia.org,31.730,15.2483645914,15.5110852601,0.969412223495
